sample_id	chrom	start	end	cn_a	cn_b
2_S2_C10	chr17	67645834	70189738	4	0
2_S2_C10	chr17	70439738	80950489	6	0
2_S2_C10	chr18	1	10196853	3	1
2_S2_C10	chr18	10446853	13869915	3	1
2_S2_C10	chr18	14119915	38140160	1	1
2_S2_C10	chr18	38390160	75154119	1	1
2_S2_C10	chr18	75404119	77797547	1	0
2_S2_C10	chr19	1	24113813	2	0
2_S2_C10	chr19	24363813	29360399	3	2
2_S2_C10	chr19	29610399	31109935	11	3
2_S2_C10	chr19	31359935	32566329	12	2
2_S2_C10	chr19	32816329	42857797	3	0
2_S2_C10	chr19	43107797	46715221	13	3
2_S2_C10	chr19	46965221	58800333	3	0
2_S2_C10	chr20	1	22705792	2	0
2_S2_C10	chr20	22955792	25388095	2	1
2_S2_C10	chr20	25638095	54356042	2	1
2_S2_C10	chr20	54606042	62819330	2	1
2_S2_C10	chr21	1	47879225	2	2
2_S2_C10	chr22	1	38071888	2	0
2_S2_C10	chr22	38321888	50727844	3	0
2_S2_C10	chrX	2589197	45445907	2	0
2_S2_C10	chrX	45695907	58100939	4	0
2_S2_C10	chrX	67486900	120450827	1	0
2_S2_C10	chrX	120700827	154938160	1	0
2_S2_C11	chr1	1	16460784	2	0
2_S2_C11	chr1	16710784	46512667	2	0
2_S2_C11	chr1	46762667	120291655	2	0
2_S2_C11	chr1	120541655	173515190	7	0
2_S2_C11	chr1	173765190	177965474	3	0
2_S2_C11	chr1	178215474	248234141	3	1
2_S2_C11	chr2	1	4430144	2	2
2_S2_C11	chr2	4680144	52255936	2	2
2_S2_C11	chr2	52505936	89074867	2	2
2_S2_C11	chr2	89324867	99876116	2	2
2_S2_C11	chr2	100126116	200975129	2	2
2_S2_C11	chr2	201225129	212800459	2	0
2_S2_C11	chr2	218045002	242637536	1	1
2_S2_C11	chr3	1	23827186	1	1
2_S2_C11	chr3	24077186	51978560	2	0
2_S2_C11	chr3	52228560	81127123	1	0
2_S2_C11	chr3	81377123	89999669	3	2
2_S2_C11	chr3	90249669	116152512	3	2
2_S2_C11	chr3	116402512	146729357	2	0
2_S2_C11	chr3	146979357	152383843	4	0
2_S2_C11	chr3	152633843	159750771	6	0
2_S2_C11	chr3	160000771	167397998	7	0
2_S2_C11	chr3	167647998	178503406	11	0
2_S2_C11	chr3	178753406	179645733	6	0
2_S2_C11	chr3	179895733	194852514	4	0
2_S2_C11	chr3	195102514	197339330	4	1
2_S2_C11	chr4	1	48806634	2	0
2_S2_C11	chr4	49056634	155736737	2	0
2_S2_C11	chr4	155986737	185677194	2	0
2_S2_C11	chr4	185927194	190128987	2	0
2_S2_C11	chr4	190378987	190845177	2	1
2_S2_C11	chr5	1	27226556	2	1
2_S2_C11	chr5	33418086	45951245	1	1
2_S2_C11	chr5	46201245	158890206	1	0
2_S2_C11	chr5	159140206	180599194	2	0
2_S2_C11	chr6	1	28343048	2	1
2_S2_C11	chr6	28593048	43003100	2	1
2_S2_C11	chr6	43253100	49337935	1	1
2_S2_C11	chr6	49587935	57021857	2	1
2_S2_C11	chr6	57734444	69668120	2	2
2_S2_C11	chr6	69918120	122539028	2	1
2_S2_C11	chr6	122789028	170483369	2	1
2_S2_C11	chr7	1	57344929	2	1
2_S2_C11	chr7	57594929	158953939	2	1
2_S2_C11	chr8	1	30784179	2	1
2_S2_C11	chr8	31034179	43464189	2	1
2_S2_C11	chr8	43714189	57588536	1	1
2_S2_C11	chr8	57838536	79357489	2	1
2_S2_C11	chr8	83132927	97065309	1	1
2_S2_C11	chr8	97315309	99507461	2	1
2_S2_C11	chr8	99757461	106823656	3	2
2_S2_C11	chr8	107073656	125292081	3	1
2_S2_C11	chr8	125542081	146232982	2	0
2_S2_C11	chr9	1	36718868	2	2
2_S2_C11	chr9	38705271	140652749	3	0
2_S2_C11	chr10	1	34330774	2	1
2_S2_C11	chr10	34580774	38238878	2	1
2_S2_C11	chr10	38488878	45933242	3	1
2_S2_C11	chr10	46183242	61535396	2	1
2_S2_C11	chr10	61785396	84094631	3	3
2_S2_C11	chr10	84344631	134971887	2	0
2_S2_C11	chr11	1	18743010	2	0
2_S2_C11	chr11	18993010	48177983	2	0
2_S2_C11	chr11	48427983	50467823	3	0
2_S2_C11	chr11	50717823	66325645	2	0
2_S2_C11	chr11	66575645	134714034	2	0
2_S2_C11	chr12	1	34541833	2	1
2_S2_C11	chr12	38353488	133124839	2	0
2_S2_C11	chr13	1	35926364	1	0
2_S2_C11	chr13	36176364	115048768	2	0
2_S2_C11	chr14	1	96840186	2	0
2_S2_C11	chr14	97090186	107118565	2	0
2_S2_C11	chr15	1	85052320	2	0
2_S2_C11	chr15	85302320	94503140	4	0
2_S2_C11	chr15	94753140	102279257	7	0
2_S2_C11	chr16	1	7244520	2	0
2_S2_C11	chr16	7494520	24143309	2	2
2_S2_C11	chr16	24393309	31651441	2	1
2_S2_C11	chr16	31901441	34866227	1	0
2_S2_C11	chr16	35116227	90104086	1	0
2_S2_C11	chr17	1	21787717	2	0
2_S2_C11	chr17	22037717	67395834	2	0
2_S2_C11	chr17	67645834	70189738	4	0
2_S2_C11	chr17	70439738	80950489	6	0
2_S2_C11	chr18	1	10196853	2	0
2_S2_C11	chr18	10446853	13869915	2	0
2_S2_C11	chr18	14119915	38140160	1	0
2_S2_C11	chr18	38390160	75154119	2	0
2_S2_C11	chr18	75404119	77797547	2	0
2_S2_C11	chr19	1	24113813	2	0
2_S2_C11	chr19	24363813	29360399	2	2
2_S2_C11	chr19	29610399	31109935	11	2
2_S2_C11	chr19	31359935	32566329	12	2
2_S2_C11	chr19	32816329	42857797	2	0
2_S2_C11	chr19	43107797	46715221	13	3
2_S2_C11	chr19	46965221	58800333	2	0
2_S2_C11	chr20	1	22705792	2	0
2_S2_C11	chr20	22955792	25388095	2	1
2_S2_C11	chr20	25638095	54356042	2	1
2_S2_C11	chr20	54606042	62819330	2	1
2_S2_C11	chr21	1	47879225	2	2
2_S2_C11	chr22	1	38071888	2	0
2_S2_C11	chr22	38321888	50727844	3	0
2_S2_C11	chrX	2589197	45445907	2	0
2_S2_C11	chrX	45695907	58100939	4	0
2_S2_C11	chrX	67486900	120450827	1	0
2_S2_C11	chrX	120700827	154938160	1	0
2_S2_C19	chr1	1	16460784	2	1
2_S2_C19	chr1	16710784	46512667	2	0
2_S2_C19	chr1	46762667	120291655	2	0
2_S2_C19	chr1	120541655	173515190	5	1
2_S2_C19	chr1	173765190	177965474	2	0
2_S2_C19	chr1	178215474	248234141	2	1
2_S2_C19	chr2	1	4430144	2	1
2_S2_C19	chr2	4680144	52255936	2	2
2_S2_C19	chr2	52505936	89074867	2	1
2_S2_C19	chr2	89324867	99876116	3	2
2_S2_C19	chr2	100126116	200975129	3	2
2_S2_C19	chr2	201225129	212800459	2	1
2_S2_C19	chr2	218045002	242637536	2	1
2_S2_C19	chr3	1	23827186	2	1
2_S2_C19	chr3	24077186	51978560	2	0
2_S2_C19	chr3	52228560	81127123	2	0
2_S2_C19	chr3	81377123	89999669	3	2
2_S2_C19	chr3	90249669	116152512	3	2
2_S2_C19	chr3	116402512	146729357	2	0
2_S2_C19	chr3	146979357	152383843	3	0
2_S2_C19	chr3	152633843	159750771	6	0
2_S2_C19	chr3	160000771	167397998	7	0
2_S2_C19	chr3	167647998	178503406	12	0
2_S2_C19	chr3	178753406	179645733	7	0
2_S2_C19	chr3	179895733	194852514	4	0
2_S2_C19	chr3	195102514	197339330	3	3
2_S2_C19	chr4	1	48806634	2	0
2_S2_C19	chr4	49056634	155736737	2	0
2_S2_C19	chr4	155986737	185677194	2	0
2_S2_C19	chr4	185927194	190128987	2	0
2_S2_C19	chr4	190378987	190845177	2	2
2_S2_C19	chr5	1	27226556	2	0
2_S2_C19	chr5	33418086	45951245	2	1
2_S2_C19	chr5	46201245	158890206	1	1
2_S2_C19	chr5	159140206	180599194	4	0
2_S2_C19	chr6	1	28343048	2	1
2_S2_C19	chr6	28593048	43003100	3	2
2_S2_C19	chr6	43253100	49337935	2	1
2_S2_C19	chr6	49587935	57021857	2	2
2_S2_C19	chr6	57734444	69668120	2	2
2_S2_C19	chr6	69918120	122539028	2	2
2_S2_C19	chr6	122789028	170483369	2	2
2_S2_C19	chr7	1	57344929	2	1
2_S2_C19	chr7	57594929	158953939	2	1
2_S2_C19	chr8	1	30784179	2	1
2_S2_C19	chr8	31034179	43464189	2	1
2_S2_C19	chr8	43714189	57588536	2	2
2_S2_C19	chr8	57838536	79357489	2	2
2_S2_C19	chr8	83132927	97065309	3	1
2_S2_C19	chr8	97315309	99507461	3	2
2_S2_C19	chr8	99757461	106823656	6	2
2_S2_C19	chr8	107073656	125292081	3	2
2_S2_C19	chr8	125542081	146232982	3	0
2_S2_C19	chr9	1	36718868	2	2
2_S2_C19	chr9	38705271	140652749	3	0
2_S2_C19	chr10	1	34330774	2	1
2_S2_C19	chr10	34580774	38238878	2	2
2_S2_C19	chr10	38488878	45933242	2	2
2_S2_C19	chr10	46183242	61535396	2	1
2_S2_C19	chr10	61785396	84094631	3	3
2_S2_C19	chr10	84344631	134971887	2	0
2_S2_C19	chr11	1	18743010	2	0
2_S2_C19	chr11	18993010	48177983	2	0
2_S2_C19	chr11	48427983	50467823	3	0
2_S2_C19	chr11	50717823	66325645	2	0
2_S2_C19	chr11	66575645	134714034	2	0
2_S2_C19	chr12	1	34541833	2	1
2_S2_C19	chr12	38353488	133124839	2	0
2_S2_C19	chr13	1	35926364	2	0
2_S2_C19	chr13	36176364	115048768	3	0
2_S2_C19	chr14	1	96840186	2	0
2_S2_C19	chr14	97090186	107118565	2	0
2_S2_C19	chr15	1	85052320	2	0
2_S2_C19	chr15	85302320	94503140	4	0
2_S2_C19	chr15	94753140	102279257	7	0
2_S2_C19	chr16	1	7244520	4	0
2_S2_C19	chr16	7494520	24143309	4	2
2_S2_C19	chr16	24393309	31651441	3	2
2_S2_C19	chr16	31901441	34866227	1	1
2_S2_C19	chr16	35116227	90104086	2	0
2_S2_C19	chr17	1	21787717	2	0
2_S2_C19	chr17	22037717	67395834	2	0
2_S2_C19	chr17	67645834	70189738	4	0
2_S2_C19	chr17	70439738	80950489	6	0
2_S2_C19	chr18	1	10196853	3	1
2_S2_C19	chr18	10446853	13869915	3	1
2_S2_C19	chr18	14119915	38140160	1	1
2_S2_C19	chr18	38390160	75154119	2	1
2_S2_C19	chr18	75404119	77797547	2	0
2_S2_C19	chr19	1	24113813	2	0
2_S2_C19	chr19	24363813	29360399	3	2
2_S2_C19	chr19	29610399	31109935	11	3
2_S2_C19	chr19	31359935	32566329	12	2
2_S2_C19	chr19	32816329	42857797	3	0
2_S2_C19	chr19	43107797	46715221	13	4
2_S2_C19	chr19	46965221	58800333	3	0
2_S2_C19	chr20	1	22705792	2	0
2_S2_C19	chr20	22955792	25388095	2	1
2_S2_C19	chr20	25638095	54356042	2	1
2_S2_C19	chr20	54606042	62819330	2	1
2_S2_C19	chr21	1	47879225	2	2
2_S2_C19	chr22	1	38071888	2	0
2_S2_C19	chr22	38321888	50727844	3	0
2_S2_C19	chrX	2589197	45445907	2	0
2_S2_C19	chrX	45695907	58100939	4	0
2_S2_C19	chrX	67486900	120450827	1	0
2_S2_C19	chrX	120700827	154938160	1	0
2_S2_C2	chr1	1	16460784	2	1
2_S2_C2	chr1	16710784	46512667	2	0
2_S2_C2	chr1	46762667	120291655	2	0
2_S2_C2	chr1	120541655	173515190	7	0
2_S2_C2	chr1	173765190	177965474	3	0
2_S2_C2	chr1	178215474	248234141	3	1
2_S2_C2	chr2	1	4430144	2	2
2_S2_C2	chr2	4680144	52255936	2	1
2_S2_C2	chr2	52505936	89074867	2	1
2_S2_C2	chr2	89324867	99876116	2	2
2_S2_C2	chr2	100126116	200975129	2	2
2_S2_C2	chr2	201225129	212800459	2	2
2_S2_C2	chr2	218045002	242637536	2	1
2_S2_C2	chr3	1	23827186	2	2
2_S2_C2	chr3	24077186	51978560	2	0
2_S2_C2	chr3	52228560	81127123	2	0
2_S2_C2	chr3	81377123	89999669	2	1
2_S2_C2	chr3	90249669	116152512	2	1
2_S2_C2	chr3	116402512	146729357	2	0
2_S2_C2	chr3	146979357	152383843	3	0
2_S2_C2	chr3	152633843	159750771	6	0
2_S2_C2	chr3	160000771	167397998	7	0
2_S2_C2	chr3	167647998	178503406	8	3
2_S2_C2	chr3	178753406	179645733	7	0
2_S2_C2	chr3	179895733	194852514	4	0
2_S2_C2	chr3	195102514	197339330	5	0
2_S2_C2	chr4	1	48806634	2	0
2_S2_C2	chr4	49056634	155736737	2	0
2_S2_C2	chr4	155986737	185677194	2	0
2_S2_C2	chr4	185927194	190128987	2	0
2_S2_C2	chr4	190378987	190845177	2	1
2_S2_C2	chr5	1	27226556	3	0
2_S2_C2	chr5	33418086	45951245	1	1
2_S2_C2	chr5	46201245	158890206	1	1
2_S2_C2	chr5	159140206	180599194	4	0
2_S2_C2	chr6	1	28343048	3	0
2_S2_C2	chr6	28593048	43003100	3	1
2_S2_C2	chr6	43253100	49337935	1	1
2_S2_C2	chr6	49587935	57021857	2	1
2_S2_C2	chr6	57734444	69668120	2	1
2_S2_C2	chr6	69918120	122539028	2	1
2_S2_C2	chr6	122789028	170483369	2	1
2_S2_C2	chr7	1	57344929	2	1
2_S2_C2	chr7	57594929	158953939	2	1
2_S2_C2	chr8	1	30784179	2	1
2_S2_C2	chr8	31034179	43464189	2	1
2_S2_C2	chr8	43714189	57588536	2	2
2_S2_C2	chr8	57838536	79357489	3	2
2_S2_C2	chr8	83132927	97065309	3	2
2_S2_C2	chr8	97315309	99507461	3	2
2_S2_C2	chr8	99757461	106823656	5	2
2_S2_C2	chr8	107073656	125292081	3	2
2_S2_C2	chr8	125542081	146232982	3	0
2_S2_C2	chr9	1	36718868	2	2
2_S2_C2	chr9	38705271	140652749	3	0
2_S2_C2	chr10	1	34330774	3	2
2_S2_C2	chr10	34580774	38238878	2	2
2_S2_C2	chr10	38488878	45933242	2	2
2_S2_C2	chr10	46183242	61535396	2	1
2_S2_C2	chr10	61785396	84094631	2	2
2_S2_C2	chr10	84344631	134971887	2	0
2_S2_C2	chr11	1	18743010	2	0
2_S2_C2	chr11	18993010	48177983	2	0
2_S2_C2	chr11	48427983	50467823	3	0
2_S2_C2	chr11	50717823	66325645	2	0
2_S2_C2	chr11	66575645	134714034	2	0
2_S2_C2	chr12	1	34541833	2	1
2_S2_C2	chr12	38353488	133124839	2	0
2_S2_C2	chr13	1	35926364	2	0
2_S2_C2	chr13	36176364	115048768	3	0
2_S2_C2	chr14	1	96840186	2	0
2_S2_C2	chr14	97090186	107118565	2	0
2_S2_C2	chr15	1	85052320	2	0
2_S2_C2	chr15	85302320	94503140	4	0
2_S2_C2	chr15	94753140	102279257	5	0
2_S2_C2	chr16	1	7244520	4	0
2_S2_C2	chr16	7494520	24143309	4	2
2_S2_C2	chr16	24393309	31651441	2	2
2_S2_C2	chr16	31901441	34866227	1	1
2_S2_C2	chr16	35116227	90104086	2	0
2_S2_C2	chr17	1	21787717	3	0
2_S2_C2	chr17	22037717	67395834	2	0
2_S2_C2	chr17	67645834	70189738	4	0
2_S2_C2	chr17	70439738	80950489	6	0
2_S2_C2	chr18	1	10196853	2	1
2_S2_C2	chr18	10446853	13869915	2	1
2_S2_C2	chr18	14119915	38140160	2	1
2_S2_C2	chr18	38390160	75154119	2	1
2_S2_C2	chr18	75404119	77797547	2	0
2_S2_C2	chr19	1	24113813	2	0
2_S2_C2	chr19	24363813	29360399	3	2
2_S2_C2	chr19	29610399	31109935	11	3
2_S2_C2	chr19	31359935	32566329	11	3
2_S2_C2	chr19	32816329	42857797	3	0
2_S2_C2	chr19	43107797	46715221	14	3
2_S2_C2	chr19	46965221	58800333	3	0
2_S2_C2	chr20	1	22705792	2	0
2_S2_C2	chr20	22955792	25388095	1	1
2_S2_C2	chr20	25638095	54356042	2	1
2_S2_C2	chr20	54606042	62819330	2	1
2_S2_C2	chr21	1	47879225	1	1
2_S2_C2	chr22	1	38071888	2	0
2_S2_C2	chr22	38321888	50727844	2	0
2_S2_C2	chrX	2589197	45445907	2	0
2_S2_C2	chrX	45695907	58100939	4	0
2_S2_C2	chrX	67486900	120450827	1	0
2_S2_C2	chrX	120700827	154938160	1	0
2_S2_C20	chr1	1	16460784	2	2
2_S2_C20	chr1	16710784	46512667	2	0
2_S2_C20	chr1	46762667	120291655	2	0
2_S2_C20	chr1	120541655	173515190	6	1
2_S2_C20	chr1	173765190	177965474	3	0
2_S2_C20	chr1	178215474	248234141	3	1
2_S2_C20	chr2	1	4430144	2	2
2_S2_C20	chr2	4680144	52255936	2	1
2_S2_C20	chr2	52505936	89074867	2	1
2_S2_C20	chr2	89324867	99876116	2	2
2_S2_C20	chr2	100126116	200975129	2	2
2_S2_C20	chr2	201225129	212800459	2	2
2_S2_C20	chr2	218045002	242637536	2	1
2_S2_C20	chr3	1	23827186	2	2
2_S2_C20	chr3	24077186	51978560	1	0
2_S2_C20	chr3	52228560	81127123	2	0
2_S2_C20	chr3	81377123	89999669	2	2
2_S2_C20	chr3	90249669	116152512	2	1
2_S2_C20	chr3	116402512	146729357	2	0
2_S2_C20	chr3	146979357	152383843	3	0
2_S2_C20	chr3	152633843	159750771	5	0
2_S2_C20	chr3	160000771	167397998	7	0
2_S2_C20	chr3	167647998	178503406	11	0
2_S2_C20	chr3	178753406	179645733	6	0
2_S2_C20	chr3	179895733	194852514	4	0
2_S2_C20	chr3	195102514	197339330	3	1
2_S2_C20	chr4	1	48806634	2	0
2_S2_C20	chr4	49056634	155736737	2	0
2_S2_C20	chr4	155986737	185677194	2	0
2_S2_C20	chr4	185927194	190128987	2	0
2_S2_C20	chr4	190378987	190845177	2	2
2_S2_C20	chr5	1	27226556	2	1
2_S2_C20	chr5	33418086	45951245	2	1
2_S2_C20	chr5	46201245	158890206	2	0
2_S2_C20	chr5	159140206	180599194	4	0
2_S2_C20	chr6	1	28343048	3	0
2_S2_C20	chr6	28593048	43003100	3	2
2_S2_C20	chr6	43253100	49337935	2	1
2_S2_C20	chr6	49587935	57021857	2	2
2_S2_C20	chr6	57734444	69668120	2	2
2_S2_C20	chr6	69918120	122539028	2	2
2_S2_C20	chr6	122789028	170483369	2	1
2_S2_C20	chr7	1	57344929	2	1
2_S2_C20	chr7	57594929	158953939	2	1
2_S2_C20	chr8	1	30784179	2	1
2_S2_C20	chr8	31034179	43464189	2	1
2_S2_C20	chr8	43714189	57588536	2	2
2_S2_C20	chr8	57838536	79357489	2	2
2_S2_C20	chr8	83132927	97065309	2	2
2_S2_C20	chr8	97315309	99507461	2	2
2_S2_C20	chr8	99757461	106823656	6	2
2_S2_C20	chr8	107073656	125292081	3	2
2_S2_C20	chr8	125542081	146232982	4	0
2_S2_C20	chr9	1	36718868	2	2
2_S2_C20	chr9	38705271	140652749	3	0
2_S2_C20	chr10	1	34330774	2	2
2_S2_C20	chr10	34580774	38238878	2	2
2_S2_C20	chr10	38488878	45933242	2	1
2_S2_C20	chr10	46183242	61535396	2	1
2_S2_C20	chr10	61785396	84094631	2	2
2_S2_C20	chr10	84344631	134971887	2	0
2_S2_C20	chr11	1	18743010	2	0
2_S2_C20	chr11	18993010	48177983	2	0
2_S2_C20	chr11	48427983	50467823	3	0
2_S2_C20	chr11	50717823	66325645	2	0
2_S2_C20	chr11	66575645	134714034	2	0
2_S2_C20	chr12	1	34541833	1	1
2_S2_C20	chr12	38353488	133124839	2	0
2_S2_C20	chr13	1	35926364	2	0
2_S2_C20	chr13	36176364	115048768	3	0
2_S2_C20	chr14	1	96840186	2	0
2_S2_C20	chr14	97090186	107118565	2	0
2_S2_C20	chr15	1	85052320	2	0
2_S2_C20	chr15	85302320	94503140	3	0
2_S2_C20	chr15	94753140	102279257	4	0
2_S2_C20	chr16	1	7244520	4	0
2_S2_C20	chr16	7494520	24143309	4	2
2_S2_C20	chr16	24393309	31651441	3	2
2_S2_C20	chr16	31901441	34866227	1	1
2_S2_C20	chr16	35116227	90104086	2	0
2_S2_C20	chr17	1	21787717	2	0
2_S2_C20	chr17	22037717	67395834	2	0
2_S2_C20	chr17	67645834	70189738	4	0
2_S2_C20	chr17	70439738	80950489	6	0
2_S2_C20	chr18	1	10196853	2	1
2_S2_C20	chr18	10446853	13869915	2	1
2_S2_C20	chr18	14119915	38140160	1	1
2_S2_C20	chr18	38390160	75154119	2	1
2_S2_C20	chr18	75404119	77797547	2	0
2_S2_C20	chr19	1	24113813	2	0
2_S2_C20	chr19	24363813	29360399	4	2
2_S2_C20	chr19	29610399	31109935	12	4
2_S2_C20	chr19	31359935	32566329	11	4
2_S2_C20	chr19	32816329	42857797	4	0
2_S2_C20	chr19	43107797	46715221	14	3
2_S2_C20	chr19	46965221	58800333	4	0
2_S2_C20	chr20	1	22705792	2	0
2_S2_C20	chr20	22955792	25388095	2	1
2_S2_C20	chr20	25638095	54356042	2	1
2_S2_C20	chr20	54606042	62819330	2	1
2_S2_C20	chr21	1	47879225	2	1
2_S2_C20	chr22	1	38071888	2	0
2_S2_C20	chr22	38321888	50727844	2	0
2_S2_C20	chrX	2589197	45445907	2	0
2_S2_C20	chrX	45695907	58100939	4	0
2_S2_C20	chrX	67486900	120450827	1	0
2_S2_C20	chrX	120700827	154938160	1	0
2_S2_C21	chr1	1	16460784	2	1
2_S2_C21	chr1	16710784	46512667	2	0
2_S2_C21	chr1	46762667	120291655	2	0
2_S2_C21	chr1	120541655	173515190	6	1
2_S2_C21	chr1	173765190	177965474	3	0
2_S2_C21	chr1	178215474	248234141	3	1
2_S2_C21	chr2	1	4430144	3	1
2_S2_C21	chr2	4680144	52255936	2	2
2_S2_C21	chr2	52505936	89074867	2	2
2_S2_C21	chr2	89324867	99876116	3	2
2_S2_C21	chr2	100126116	200975129	3	2
2_S2_C21	chr2	201225129	212800459	2	1
2_S2_C21	chr2	218045002	242637536	2	1
2_S2_C21	chr3	1	23827186	2	2
2_S2_C21	chr3	24077186	51978560	2	0
2_S2_C21	chr3	52228560	81127123	2	0
2_S2_C21	chr3	81377123	89999669	3	2
2_S2_C21	chr3	90249669	116152512	3	2
2_S2_C21	chr3	116402512	146729357	2	0
2_S2_C21	chr3	146979357	152383843	3	0
2_S2_C21	chr3	152633843	159750771	6	0
2_S2_C21	chr3	160000771	167397998	7	0
2_S2_C21	chr3	167647998	178503406	11	0
2_S2_C21	chr3	178753406	179645733	7	0
2_S2_C21	chr3	179895733	194852514	4	0
2_S2_C21	chr3	195102514	197339330	3	2
2_S2_C21	chr4	1	48806634	2	0
2_S2_C21	chr4	49056634	155736737	2	0
2_S2_C21	chr4	155986737	185677194	2	0
2_S2_C21	chr4	185927194	190128987	2	0
2_S2_C21	chr4	190378987	190845177	3	1
2_S2_C21	chr5	1	27226556	3	0
2_S2_C21	chr5	33418086	45951245	2	1
2_S2_C21	chr5	46201245	158890206	2	0
2_S2_C21	chr5	159140206	180599194	3	1
2_S2_C21	chr6	1	28343048	2	1
2_S2_C21	chr6	28593048	43003100	3	2
2_S2_C21	chr6	43253100	49337935	2	1
2_S2_C21	chr6	49587935	57021857	2	1
2_S2_C21	chr6	57734444	69668120	2	1
2_S2_C21	chr6	69918120	122539028	2	1
2_S2_C21	chr6	122789028	170483369	2	1
2_S2_C21	chr7	1	57344929	2	1
2_S2_C21	chr7	57594929	158953939	2	1
2_S2_C21	chr8	1	30784179	2	1
2_S2_C21	chr8	31034179	43464189	2	1
2_S2_C21	chr8	43714189	57588536	2	1
2_S2_C21	chr8	57838536	79357489	2	1
2_S2_C21	chr8	83132927	97065309	2	1
2_S2_C21	chr8	97315309	99507461	2	2
2_S2_C21	chr8	99757461	106823656	4	2
2_S2_C21	chr8	107073656	125292081	2	2
2_S2_C21	chr8	125542081	146232982	2	0
2_S2_C21	chr9	1	36718868	2	2
2_S2_C21	chr9	38705271	140652749	3	0
2_S2_C21	chr10	1	34330774	3	1
